Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2022;8470 ;8658;10946;82389;4;10.00;7;3;1;3;11;14;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;ALARÓ 2003;MASCULINO;Barajas
2022;8470 ;8658;10946;84360;7;7.00;6;1;4;1;13;13;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;Interracial Fc;MASCULINO;Barajas
2022;8470 ;8658;10946;83252;5;9.00;7;2;3;2;10;13;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;LOS PERICOS;MASCULINO;Barajas
2022;8470 ;8658;10946;84183;8;6.00;7;2;0;5;13;25;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;Hispasenior;MASCULINO;Barajas
2022;8470 ;8658;10946;82370;9;4.00;7;1;1;5;7;18;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;Diablos Cojos;MASCULINO;Barajas
2022;8470 ;8658;10946;82404;10;4.00;7;1;1;5;15;29;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;ALARÓ LEGENDS;MASCULINO;Barajas
2022;8470 ;8658;10946;82851;11;1.00;6;0;1;4;9;23;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;Pishitas FC;MASCULINO;Barajas
2022;8521 ;8789;10663;82158;2;12.00;6;6;0;0;368;292;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;BarTeam Osborne;MASCULINO;Moratalaz
2022;8521 ;8789;10663;82689;3;11.00;6;5;0;1;414;336;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;Equipo X;MASCULINO;Moratalaz
2022;8521 ;8789;10663;83824;4;11.00;6;5;0;1;257;232;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;Beverly Tronas;MASCULINO;Moratalaz
2022;8521 ;8789;10663;81690;1;13.00;7;6;0;1;354;295;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;Chiqui y Desguaces;MASCULINO;Moratalaz
2022;8521 ;8789;10663;82025;9;7.00;6;1;0;5;277;321;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;invex cientifica;MASCULINO;Moratalaz
